Gene stable ID	Protein stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENSG00000167994	ENSP00000378313	RAB3IL1	Q8TBN0
ENSG00000167994	ENSP00000301773	RAB3IL1	Q8TBN0
ENSG00000169122	ENSP00000355204	FAM110B	Q8TC76
ENSG00000163606	ENSP00000418928	CD200R1	Q8TD46
ENSG00000163606	ENSP00000311035	CD200R1	Q8TD46
ENSG00000163606	ENSP00000405733	CD200R1	Q8TD46
ENSG00000163606	ENSP00000418801	CD200R1	Q8TD46
ENSG00000135077	ENSP00000312002	HAVCR2	Q8TDQ0
ENSG00000133131	ENSP00000347821	MORC4	Q8TE76
ENSG00000133131	ENSP00000255495	MORC4	Q8TE76
ENSG00000089847	ENSP00000471252	ANKRD24	Q8TF21
ENSG00000089847	ENSP00000262970	ANKRD24	Q8TF21
ENSG00000089847	ENSP00000321731	ANKRD24	Q8TF21
ENSG00000073060	ENSP00000261693	SCARB1	Q8WTV0
ENSG00000073060	ENSP00000343795	SCARB1	Q8WTV0
ENSG00000073060	ENSP00000414979	SCARB1	Q8WTV0
ENSG00000150722	ENSP00000386359	PPP1R1C	Q8WVI7
ENSG00000150722	ENSP00000280295	PPP1R1C	Q8WVI7
ENSG00000150722	ENSP00000386778	PPP1R1C	Q8WVI7
ENSG00000185361	ENSP00000331827	TNFAIP8L1	Q8WVP5
ENSG00000185361	ENSP00000444215	TNFAIP8L1	Q8WVP5
ENSG00000168490	ENSP00000415491	PHYHIP	Q92561
ENSG00000168490	ENSP00000320017	PHYHIP	Q92561
ENSG00000104419	ENSP00000319977	NDRG1	Q92597
ENSG00000104419	ENSP00000404854	NDRG1	Q92597
ENSG00000104419	ENSP00000427894	NDRG1	Q92597
ENSG00000104419	ENSP00000437443	NDRG1	Q92597
ENSG00000180448	ENSP00000439601	ARHGAP45	Q92619
ENSG00000180448	ENSP00000316772	ARHGAP45	Q92619
ENSG00000198019	ENSP00000358390	FCGR1B	Q92637
ENSG00000166033	ENSP00000357980	HTRA1	Q92743
ENSG00000211448	ENSP00000405854	DIO2	Q92813
ENSG00000211448	ENSP00000405854	DIO2	Q92813
ENSG00000211448	ENSP00000451419	DIO2	Q92813
ENSG00000211448	ENSP00000451419	DIO2	Q92813
ENSG00000106789	ENSP00000343746	CORO2A	Q92828
ENSG00000106789	ENSP00000364218	CORO2A	Q92828
ENSG00000129682	ENSP00000322390	FGF13	Q92913
ENSG00000129682	ENSP00000303391	FGF13	Q92913
ENSG00000129682	ENSP00000409276	FGF13	Q92913
ENSG00000129682	ENSP00000487411	FGF13	Q92913
ENSG00000129682	ENSP00000396198	FGF13	Q92913
ENSG00000174640	ENSP00000311291	SLCO2A1	Q92959
ENSG00000116014	ENSP00000234371	KISS1R	Q969F8
ENSG00000113719	ENSP00000377374	ERGIC1	Q969X5
ENSG00000113719	ENSP00000325127	ERGIC1	Q969X5
ENSG00000186998	ENSP00000335481	EMID1	Q96A84
ENSG00000167992	ENSP00000301770	VWCE	Q96DN2
ENSG00000167992	ENSP00000334186	VWCE	Q96DN2
ENSG00000105877	ENSP00000475939	DNAH11	Q96DT5
ENSG00000188707	ENSP00000343242	ZBED6CL	Q96FA7
ENSG00000188643	ENSP00000357693	S100A16	Q96FQ6
ENSG00000188643	ENSP00000357695	S100A16	Q96FQ6
ENSG00000188643	ENSP00000357692	S100A16	Q96FQ6
ENSG00000188643	ENSP00000357694	S100A16	Q96FQ6
ENSG00000197930	ENSP00000379042	ERO1A	Q96HE7
ENSG00000144597	ENSP00000380054	EAF1	Q96JC9
ENSG00000120913	ENSP00000312634	PDLIM2	Q96JY6
ENSG00000120913	ENSP00000380867	PDLIM2	Q96JY6
ENSG00000120913	ENSP00000380868	PDLIM2	Q96JY6
ENSG00000120913	ENSP00000386868	PDLIM2	Q96JY6
ENSG00000120913	ENSP00000265810	PDLIM2	Q96JY6
ENSG00000120913	ENSP00000387084	PDLIM2	Q96JY6
ENSG00000120913	ENSP00000342035	PDLIM2	Q96JY6
ENSG00000136383	ENSP00000258888	ALPK3	Q96L96
ENSG00000154493	ENSP00000284694	C10orf90	Q96M02
ENSG00000171004	ENSP00000359873	HS6ST2	Q96MM7
ENSG00000171004	ENSP00000429473	HS6ST2	Q96MM7
ENSG00000171004	ENSP00000359870	HS6ST2	Q96MM7
ENSG00000171004	ENSP00000384013	HS6ST2	Q96MM7
ENSG00000143217	ENSP00000356991	NECTIN4	Q96NY8
ENSG00000178996	ENSP00000317332	SNX18	Q96RF0
ENSG00000178996	ENSP00000370817	SNX18	Q96RF0
ENSG00000178996	ENSP00000342276	SNX18	Q96RF0
ENSG00000184368	ENSP00000368972	MAP7D2	Q96T17
ENSG00000184368	ENSP00000368964	MAP7D2	Q96T17
ENSG00000184368	ENSP00000388239	MAP7D2	Q96T17
ENSG00000184368	ENSP00000413301	MAP7D2	Q96T17
ENSG00000134061	ENSP00000256447	CD180	Q99467
ENSG00000129195	ENSP00000459235	PIMREG	Q9BSJ6
ENSG00000129195	ENSP00000250056	PIMREG	Q9BSJ6
ENSG00000129195	ENSP00000458534	PIMREG	Q9BSJ6
ENSG00000115468	ENSP00000386556	EFHD1	Q9BUP0
ENSG00000115468	ENSP00000264059	EFHD1	Q9BUP0
ENSG00000107819	ENSP00000377103	SFXN3	Q9BWM7
ENSG00000135838	ENSP00000356526	NPL	Q9BXD5
ENSG00000135838	ENSP00000356524	NPL	Q9BXD5
ENSG00000135838	ENSP00000356523	NPL	Q9BXD5
ENSG00000135838	ENSP00000258317	NPL	Q9BXD5
ENSG00000135838	ENSP00000356525	NPL	Q9BXD5
ENSG00000116183	ENSP00000356633	PAPPA2	Q9BXP8
ENSG00000116183	ENSP00000356634	PAPPA2	Q9BXP8
ENSG00000144802	ENSP00000377618	NFKBIZ	Q9BYH8
ENSG00000144802	ENSP00000325593	NFKBIZ	Q9BYH8
ENSG00000144802	ENSP00000325663	NFKBIZ	Q9BYH8
ENSG00000101489	ENSP00000335631	CELF4	Q9BZC1
ENSG00000101489	ENSP00000464917	CELF4	Q9BZC1
ENSG00000101489	ENSP00000355089	CELF4	Q9BZC1
ENSG00000101489	ENSP00000474788	CELF4	Q9BZC1
ENSG00000101489	ENSP00000464794	CELF4	Q9BZC1
ENSG00000101489	ENSP00000410584	CELF4	Q9BZC1
ENSG00000125503	ENSP00000263433	PPP1R12C	Q9BZL4
ENSG00000125503	ENSP00000387833	PPP1R12C	Q9BZL4
ENSG00000111981	ENSP00000229708	ULBP1	Q9BZM6
ENSG00000123095	ENSP00000242728	BHLHE41	Q9C0J9
ENSG00000103021	ENSP00000219299	CCDC113	Q9H0I3
ENSG00000103021	ENSP00000402588	CCDC113	Q9H0I3
ENSG00000119669	ENSP00000238647	IRF2BPL	Q9H1B7
ENSG00000184574	ENSP00000393098	LPAR5	Q9H1C0
ENSG00000184574	ENSP00000327875	LPAR5	Q9H1C0
ENSG00000107551	ENSP00000339692	RASSF4	Q9H2L5
ENSG00000162975	ENSP00000295082	KCNF1	Q9H3M0
ENSG00000186862	ENSP00000480489	PDZD7	Q9H5P4
ENSG00000186862	ENSP00000359234	PDZD7	Q9H5P4
ENSG00000129521	ENSP00000250457	EGLN3	Q9H6Z9
ENSG00000185432	ENSP00000448785	METTL7A	Q9H8H3
ENSG00000185432	ENSP00000447542	METTL7A	Q9H8H3
ENSG00000185432	ENSP00000331787	METTL7A	Q9H8H3
ENSG00000074527	ENSP00000340998	NTN4	Q9HB63
ENSG00000074527	ENSP00000339436	NTN4	Q9HB63
ENSG00000074527	ENSP00000444432	NTN4	Q9HB63
ENSG00000074527	ENSP00000447292	NTN4	Q9HB63
ENSG00000124772	ENSP00000244751	CPNE5	Q9HCH3
ENSG00000124772	ENSP00000376885	CPNE5	Q9HCH3
ENSG00000061656	ENSP00000363391	SPAG4	Q9NPE6
ENSG00000175356	ENSP00000310658	SCUBE2	Q9NQ36
ENSG00000175356	ENSP00000415187	SCUBE2	Q9NQ36
ENSG00000175356	ENSP00000429969	SCUBE2	Q9NQ36
ENSG00000136002	ENSP00000316845	ARHGEF4	Q9NR80
ENSG00000136002	ENSP00000348017	ARHGEF4	Q9NR80
ENSG00000116704	ENSP00000235345	SLC35D1	Q9NTN3
ENSG00000075275	ENSP00000262738	CELSR1	Q9NYQ6
ENSG00000075275	ENSP00000414689	CELSR1	Q9NYQ6
ENSG00000099797	ENSP00000215567	TECR	Q9NZ01
ENSG00000115112	ENSP00000263707	TFCP2L1	Q9NZI6
ENSG00000087448	ENSP00000370671	KLHL42	Q9P2K6
ENSG00000144649	ENSP00000273146	GASK1A	Q9UFP1
ENSG00000144649	ENSP00000407301	GASK1A	Q9UFP1
ENSG00000242110	ENSP00000334424	AMACR	Q9UHK6
ENSG00000242110	ENSP00000371504	AMACR	Q9UHK6
ENSG00000242110	ENSP00000427227	AMACR	Q9UHK6
ENSG00000242110	ENSP00000371517	AMACR	Q9UHK6
ENSG00000196405	ENSP00000384720	EVL	Q9UI08
ENSG00000196405	ENSP00000437904	EVL	Q9UI08
ENSG00000196405	ENSP00000376652	EVL	Q9UI08
ENSG00000168356	ENSP00000307599	SCN11A	Q9UI33
ENSG00000168356	ENSP00000499569	SCN11A	Q9UI33
ENSG00000168356	ENSP00000416757	SCN11A	Q9UI33
ENSG00000168356	ENSP00000408028	SCN11A	Q9UI33
ENSG00000116285	ENSP00000366702	ERRFI1	Q9UJM3
ENSG00000136378	ENSP00000373472	ADAMTS7	Q9UKP4
ENSG00000101000	ENSP00000216968	PROCR	Q9UNN8
ENSG00000064042	ENSP00000425222	LIMCH1	Q9UPQ0
ENSG00000064042	ENSP00000424825	LIMCH1	Q9UPQ0
ENSG00000064042	ENSP00000424645	LIMCH1	Q9UPQ0
ENSG00000064042	ENSP00000316891	LIMCH1	Q9UPQ0
ENSG00000064042	ENSP00000424437	LIMCH1	Q9UPQ0
ENSG00000064042	ENSP00000421242	LIMCH1	Q9UPQ0
ENSG00000064042	ENSP00000379840	LIMCH1	Q9UPQ0
ENSG00000064042	ENSP00000371172	LIMCH1	Q9UPQ0
ENSG00000105472	ENSP00000250340	CLEC11A	Q9Y240
ENSG00000155659	ENSP00000363869	VSIG4	Q9Y279
ENSG00000155659	ENSP00000394143	VSIG4	Q9Y279
ENSG00000155659	ENSP00000411581	VSIG4	Q9Y279
ENSG00000135973	ENSP00000258456	GPR45	Q9Y5Y3
ENSG00000183722	ENSP00000496801	LHFPL6	Q9Y693
ENSG00000183722	ENSP00000368908	LHFPL6	Q9Y693
